SKN,Station.Name,Observer,Network,Island,ELEV.m.,LAT,LON,NCEI.id,NWS.id,NESDIS.id,SCAN.id,SMART_NODE_RF.id
838.6,Holokuku,COOK MRS P,STATE,OA,85,21.41738426,-157.8141987,NA,NA,NA,NA,NA
838.7,Haw Loa College,BOB WOOD,STATE,OA,88,21.37794094,-157.7822557,NA,NA,NA,NA,NA
838.8,KANEOHE 1.8 WNW,CoCoRaHS,CoCoRaHS,OA,68,21.4209,-157.8183,US1HIHN0003,NA,NA,NA,NA
839,Kahaluu,USGS,STATE,OA,110,21.43516228,-157.8522536,NA,NA,NA,NA,NA
839.1,Ahuimanu,HR MACFARLANE,STATE,OA,107,21.43349536,-157.8389205,NA,NA,NA,NA,NA
839.11,Waihee Ridge,USGS,USGS,OA,175,21.44405106,-157.8666977,NA,NA,NA,NA,NA
839.12,AHUIMANU LOOP 839.12,MITCHELL DON,COOP,OA,73,21.432,-157.8373,USC00510055,NA,NA,NA,NA
839.13,Kalahaku,N GREENER,STATE,OA,61,21.44571718,-157.8469757,NA,NA,NA,NA,NA
839.14,Club View,BORSUKIEWICZ D,STATE,OA,88,21.43127326,-157.8397538,NA,NA,NA,NA,NA
839.15,Ahuimanu Loop ,NWS,HydroNet-UaNet,OA,74.0664,21.4319992,-157.8373,NA,AHUH1,15CE7632,NA,NA
839.2,Heeia,US VY,STATE,OA,15,21.42738351,-157.8055875,NA,NA,NA,NA,NA
839.3,Haiku ,US NAVY,STATE,,134,21.40627416,-157.8294766,NA,NA,NA,NA,NA
839.31,HaikuRaingagenrHeeia,USGS,USGS,OA,134.112,21.40628611,-157.829475,NA,NA,NA,NA,NA
839.6,Kahaluu Field 18,LIBBY,STATE,OA,6,21.45904935,-157.8325312,NA,NA,NA,NA,NA
839.7,Waihee-BWS,BWS,STATE,OA,85,21.44682861,-157.8630866,NA,NA,NA,NA,NA
839.8,Waihee Pump,USGS,HydroNet-UaNet,OA,64.3128,21.4463997,-157.8584,USC00519286,WPPH1,195042AC,NA,NA
839.9,Waihee Stream,USGS,USGS,OA,159,21.44599541,-157.8666977,NA,NA,NA,NA,NA
840,KANEOHE BAY MCAS,USMC,NWS,OA,3,21.44404851,-157.7730876,USW00022519,NA,NA,NA,NA
840.1,COCONUT ISLAND 840.1,UH MARINE LAB,COOP,OA,5,21.43321608,-157.7869766,USC00510350,NA,NA,NA,NA
840.2,KAILUA 3.1 N,CoCoRaHS,CoCoRaHS,OA,7,21.4472,-157.7372,US1HIHN0019,NA,NA,NA,NA
841,KAWAIHAPAI 841,WAIALUA AG,COOP,OA,6,21.57100512,-158.1866869,USC00513734,NA,NA,NA,NA
841.11,PFR-6,USGS,USGS,OA,625,21.54488715,-158.1950263,NA,NA,NA,NA,NA
841.12,PFR-4,USGS,USGS,OA,491,21.54599998,-158.1864143,NA,NA,NA,NA,NA
841.13,PFR-3,USGS,USGS,OA,323,21.55433597,-158.1783567,NA,NA,NA,NA,NA
841.14,PFR-2,USGS,USGS,OA,110,21.56017053,-158.1722446,NA,NA,NA,NA,NA
841.15,PFR-1,USGS,USGS,OA,24,21.5685045,-158.1752991,NA,NA,NA,NA,NA
841.16,CAMP ERDMAN 841.16,WB,COOP,OA,3,21.57877964,-158.2236287,USC00510305,NA,NA,NA,NA
841.2,KUAOKALA,S&PF,RAWS,OA,267.0048,21.57027778,-158.26,NA,KKRH1,48710720,NA,NA
841.3,KAENA POINT 841.3,LOCKHEED BALLISTIC,COOP,OA,378,21.56322317,-158.2430755,USC00512410,NA,NA,NA,NA
841.4,KP-5,USGS,USGS,OA,268,21.57238571,-158.2669687,NA,NA,NA,NA,NA
841.5,KP-4,USGS,USGS,OA,366,21.5643345,-158.2464082,NA,NA,NA,NA,NA
841.6,KP-3,USGS,USGS,OA,396,21.56155613,-158.2391876,NA,NA,NA,NA,NA
841.7,KP-2,USGS,USGS,OA,122,21.55405464,-158.2383571,NA,NA,NA,NA,NA
841.8,KP-1,USGS,USGS,OA,14,21.54655329,-158.2391931,NA,NA,NA,NA,NA
841.9,Bowman Cottage,USGS,USGS,OA,18,21.57822372,-158.2316838,NA,NA,NA,NA,NA
842,MAKAHA MAUKA 842,CAPITAL INVESTMENT,COOP,OA,412,21.50849987,-158.1722493,USC00515756,NA,NA,NA,NA
842.1,MakahaRainGage,USGS,USGS,OA,286.097472,21.50158333,-158.1801667,NA,MKHH1,DD1423F8,NA,NA
842.2,PFR-5,USGS,USGS,OA,668,21.53238928,-158.1808591,NA,NA,NA,NA,NA
842.3,PFR-7,USGS,USGS,OA,625,21.5312785,-158.1778035,NA,NA,NA,NA,NA
842.4,KR-3,USGS,USGS,OA,526,21.53127972,-158.1636362,NA,NA,NA,NA,NA
842.5,KR-4,USGS,USGS,OA,668,21.52488988,-158.1689148,NA,NA,NA,NA,NA
842.6,KR-5,USGS,USGS,OA,823,21.51683387,-158.1644708,NA,NA,NA,NA,NA
842.7,MAKUA VALLEY,RAWS,RAWS,OA,158.496,21.52611111,-158.2041667,USR0000HMAP,MAPH1,324C075A,NA,NA
842.8,MAKUA RANGE,RAWS,RAWS,OA,6.096,21.52861111,-158.2261111,USR0000HMAR,MKRH1,3266B468,NA,NA
842.9,MAKUA RIDGE,RAWS,RAWS,OA,533.4,21.54277778,-158.1988889,USR0000HMRG,MKGH1,3266C2F8,NA,NA
843,Gay 8 (80),WAIALUA AG,STATE,OA,24,21.57267039,-158.164466,NA,NA,NA,NA,NA
843.1,KR-1,USGS,USGS,OA,73,21.55878144,-158.1505782,NA,NA,NA,NA,NA
843.2,KR-2,USGS,USGS,OA,280,21.5584917,-157.9039174,NA,NA,NA,NA,NA
843.3,Dillingham Fld,HAWAII NAT GUARD,STATE,OA,2,21.57822697,-158.197241,NA,NA,NA,NA,NA
843.5,Mokuleia,GW TEWKSBURY,STATE,OA,3,21.58100067,-158.1486336,NA,NA,NA,NA,NA
843.7,DILLIINGHAM,RAWS,RAWS,OA,31.0896,21.57194444,-158.1986111,NA,DLGH1,3278D278,NA,NA
843.8,WAIALUA 2.0,COOP,COOP,OA,2.4,21.576507,-158.159729,US1HIHN0025,NA,NA,NA,NA
844,Mount Kaala,FAA,STATE,OA,1224,21.50777778,-158.1425,NA,NA,NA,NA,NA
844.2,KR-7,USGS,USGS,OA,1209,21.50822256,-158.1480826,NA,NA,NA,NA,NA
844.3,KR-6,USGS,USGS,OA,976,21.51100038,-158.1561379,NA,NA,NA,NA,NA
844.4,KR-8,USGS,USGS,OA,1207,21.50711144,-158.1419717,NA,NA,NA,NA,NA
844.5,MT Kahala JD,J_Delay,PrivateObs,OA,1204.01,21.50675,-158.1448611,NA,NA,NA,NA,NA
845,Gay 10,USGS,STATE,OA,6,21.57183439,-158.1444677,NA,NA,NA,NA,NA
845.1,Makaha Valley 1,Mair_Fares,NREM,OA,341.26,21.50638889,-158.1766667,NA,NA,NA,NA,NA
845.2,Makaha Valley 2,Mair_Fares,NREM,OA,469.57,21.50972222,-158.1819444,NA,NA,NA,NA,NA
845.3,Makaha Valley 3,Mair_Fares,NREM,OA,598.02,21.50138889,-158.1725,NA,NA,NA,NA,NA
845.4,Makaha Valley 4A,Mair_Fares,NREM,OA,507.78,21.53194444,-158.1688889,NA,NA,NA,NA,NA
845.5,Makaha Valley 5,Mair_Fares,NREM,OA,606.92,21.51,-158.1633333,NA,NA,NA,NA,NA
845.6,Makaha Valley 6,Mair_Fares,NREM,OA,726.62,21.50611111,-158.1561111,NA,NA,NA,NA,NA
845.7,Makaha Valley MAK2,Mair_Fares,NREM,OA,296.98,21.50222222,-158.18,NA,NA,NA,NA,NA
846,Ranch,WAIALUA AG,STATE,OA,58,21.55516735,-158.1372466,NA,NA,NA,NA,NA
847,WAIALUA 847,WAIALUA AG,COOP,OA,10,21.5737,-158.121,USC00519195,NA,NA,NA,NA
848,Puu Iki,KAHUA RANCH,STATE,OA,317,21.53849697,-158.1222493,NA,NA,NA,NA,NA
849,Keeaumoku,KAHUA RANCH,STATE,OA,27,21.55349553,-158.1205825,NA,NA,NA,NA,NA
850,Valley 2,WAIALUA AG,STATE,OA,14,21.55849491,-158.1166936,NA,NA,NA,NA,NA
851,Kemoo 3,WAIALUA AG,STATE,OA,87,21.55516096,-158.1039161,NA,NA,NA,NA,NA
852,Helemano 4,WAIALUA AG,STATE,OA,55,21.5648825,-158.1005825,NA,NA,NA,NA,NA
853,Helemano 7,WAIALUA AG,STATE,OA,159,21.55182733,-158.0889163,NA,NA,NA,NA,NA
854,Helemano 9,WAIALUA AG,STATE,OA,95,21.57515959,-158.0855823,NA,NA,NA,NA,NA
855,KEMOO CAMP 8 855,WAIALUA AG,COOP,OA,223,21.5384949,-158.0855832,USC00514318,NA,NA,NA,NA
855.1,Waialua Ranch,HAWAIIAN PINE,STATE,OA,49,21.54016191,-158.1022497,NA,NA,NA,NA,NA
855.2,Waialua,HAES,STATE,OA,207,21.53849494,-158.0889166,NA,NA,NA,NA,NA
855.3,Poamoho Exp Farm,NWS,HydroNet-UaNet,OA,220.0656,21.5382004,-158.0893,NA,POAH1,NA,NA,NA
855.4,POAMOHO EXPERIMENTAL FARM 855,COOP,COOP,OA,220.1,21.53833,-158.08917,USC00518055,NA,NA,NA,NA
856,Helemano 6,WAIALUA AG,STATE,OA,143,21.56432672,-158.0828049,NA,NA,NA,NA,NA
856.1,Burma Road,DOLE CORP,STATE,OA,0,21.55377143,-158.0514167,NA,NA,NA,NA,NA
856.2,HELEMANO 856.2,COOP,COOP,OA,234,21.56667,-158.05361,USC00511380,NA,NA,NA,NA
857,Field 208,DEL MONTE,STATE,OA,280,21.5234958,-158.073917,NA,NA,NA,NA,NA
857.1,Maili Point,HSPA,STATE,OA,488,21.51016587,-158.1039169,NA,NA,NA,NA,NA
857.2,Field 5  McCart,USGS,USGS,OA,293,21.51460847,-158.086417,NA,NA,NA,NA,NA
857.4,SCHOFIELD FIREBREAK,RAWS,RAWS,OA,346.8624,21.50861111,-158.1147222,USR0000HSFB,NA,NA,NA,NA
858,SCHOFIELD BARRACKS,RAWS,RAWS,OA,298.704,21.495,-158.0819444,USR0000HSCO,SCBH1,3266A71E,NA,NA
859,Field 201,CPC,STATE,OA,262,21.51016299,-158.0589175,NA,NA,NA,NA,NA
860,Brodie 4,HAWAIIAN PINE,STATE,OA,244,21.54682743,-158.0589167,NA,NA,NA,NA,NA
860.1,Brodie 4 Fld 83,HAWAIIAN PINE,STATE,OA,244,21.54682748,-158.0639167,NA,NA,NA,NA,NA
860.2,Brodie 4 Fld 75A,HAWAIIAN PINE,STATE,OA,244,21.54682731,-158.0472503,NA,NA,NA,NA,NA
860.3,Brodie 2 Fld 84,HAWAIIAN PINE,STATE,OA,293,21.5384944,-158.0455837,NA,NA,NA,NA,NA
860.4,Field 4447-48,PRI THORNE,STATE,OA,250,21.54210567,-158.0747499,NA,NA,NA,NA,NA
861,Opaeula 17,WAIALUA AG,STATE,OA,210,21.5768259,-158.0589159,NA,NA,NA,NA,NA
862,Kemoo Camp,HAWAIIAN PINE,STATE,OA,259,21.52182884,-158.0555839,NA,NA,NA,NA,NA
863,WAHIAWA DAM 863,WAIALUA AG,COOP,OA,261,21.49682981,-158.0494733,USC00518945,NA,NA,NA,NA
863.1,Area BB,US ARMY,STATE,OA,354,21.48850378,-158.0972509,NA,NA,NA,NA,NA
864,Opaeula,HAWAIIAN PINE,STATE,OA,268,21.57515912,-158.0422495,NA,NA,NA,NA,NA
865,Poamoho,CPC,STATE,OA,287,21.51627326,-158.0439175,NA,NA,NA,NA,NA
865.1,Helemano,HAES,STATE,OA,271,21.51682852,-158.027251,NA,NA,NA,NA,NA
865.2,Dm Field 204,DEL MONTE,STATE,OA,293,21.50988437,-158.0214178,NA,NA,NA,NA,NA
866,Brodie 2,HAWAIIAN PINE,STATE,OA,299,21.52516165,-158.0389174,NA,NA,NA,NA,NA
867,Waialua Camp,HAWAIIAN PINE,STATE,OA,305,21.56654833,-158.0347498,NA,NA,NA,NA,NA
867.1,Pri Opaeula,PRI,STATE,OA,392,21.56849235,-158.0089167,NA,NA,NA,NA,NA
867.2,Opaeula 26,WAIALUA AG,STATE,OA,84,21.56849241,-158.01475,NA,NA,NA,NA,NA
867.3,Helemano 23 #3,WAIALUA AG,STATE,OA,402,21.56099276,-158.0091946,NA,NA,NA,NA,NA
867.4,Helemano 23 #4,WAIALUA AG,STATE,OA,424,21.55904833,-158.0005837,NA,NA,NA,NA,NA
867.6,Helemano 23 #2,WAIALUA AG,STATE,OA,366,21.56182617,-158.0219723,NA,NA,NA,NA,NA
867.7,Fld 4707 (Dole),SCS-ARS,STATE,OA,311,21.56515952,-158.0350277,NA,NA,NA,NA,NA
868,Opaeula 26 Bot,WAIALUA AG,STATE,OA,274,21.57738113,-158.0350273,NA,NA,NA,NA,NA
869,KAWAILOA TRAINING AREA,RAWS,RAWS,OA,388.3152,21.58722222,-158.0130556,NA,KWLH1,3278C10E,NA,NA
870,OPAEULA 870,WAIALUA AG,COOP,OA,323,21.5698814,-158.0278054,USC00517150,NA,NA,NA,NA
871,Helemano Reserv,WAIALUA AG,STATE,OA,314,21.52682805,-158.0289175,NA,NA,NA,NA,NA
872,WAHIAWA,CPC,COOP,OA,280,21.50182927,-158.0255845,USC00518905,NA,NA,NA,NA
873,Kaukonahua(1000),HAWAIIAN PINE,STATE,OA,305,21.51682841,-158.0166955,NA,NA,NA,NA,NA
873.1,Whitmore,HAWAIIAN PINE,STATE,OA,302,21.50849554,-158.0205845,NA,NA,NA,NA,NA
874,Wahiawa Office,HAWAIIAN PINE,STATE,OA,280,21.50016268,-158.0239179,NA,NA,NA,NA,NA
874.1,Wahiawa Bot Gar,MIYASHIRO T,STATE,OA,294,21.50182919,-158.0166957,NA,NA,NA,NA,NA
874.3,UPPER WAHIAWA 874.3,RUTHERFORD WB,COOP,OA,340,21.50849545,-158.0089181,USC00518838,NA,NA,NA,NA
874.4,Pri-Eames,PRI I KERN,STATE,OA,345,21.50849544,-158.0072514,NA,NA,NA,NA,NA
874.5,Kemoo-Pri,PRI,STATE,OA,280,21.5051625,-158.0328067,NA,NA,NA,NA,NA
875,Helemano,HAWAIIAN PINE,STATE,OA,354,21.5334942,-158.0105842,NA,NA,NA,NA,NA
875.1,Kaukonahua Mauka,HAWAIIAN PINE,STATE,OA,383,21.53293861,-158.0005844,NA,NA,NA,NA,NA
875.2,Helemano Fld 24B,HAWAIIAN PINE,STATE,OA,402,21.53516069,-157.9955844,NA,NA,NA,NA,NA
875.3,Helemano Fld,HAWAIIAN PINE,STATE,OA,335,21.54682688,-158.0139173,NA,NA,NA,NA,NA
876,Waialua Mauka,HAWAIIAN PINE,STATE,OA,381,21.548073,-158.011695,NA,NA,NA,NA,NA
877,Kamananui Intake,WAIALUA AG,STATE,OA,232,21.5801583,-158.0039164,NA,NA,NA,NA,NA
877.1,Wahiawa-Navy,US NAVY,STATE,OA,357,21.51682834,-158.0050291,NA,NA,NA,NA,NA
877.3,Kaukonahua Fld,HAWAIIAN PINE,STATE,OA,366,21.51349512,-157.9972515,NA,NA,NA,NA,NA
877.4,Helemano,PRI,STATE,OA,396,21.51349512,-157.9972515,NA,NA,NA,NA,NA
877.5,Helemano Mauka,PRI,STATE,OA,399,21.54349361,-157.9989175,NA,NA,NA,NA,NA
877.6,Pri Helemano,PRI,STATE,OA,372,21.54349366,-158.0055841,NA,NA,NA,NA,NA
878,Last Tunnel Out,WAHIAWA WATER CO,STATE,OA,357,21.51627262,-157.9772515,NA,NA,NA,NA,NA
880,KAWAI IKI INAKE 880,WAIALUA AG,COOP,OA,360,21.56849214,-157.9872501,USC00513741,NA,NA,NA,NA
880.1,Canon Dam,US ARMY,STATE,OA,360,21.49849524,-157.9439186,NA,NA,NA,NA,NA
880.2,Kawai Iki Intake 880.2,COOP,STATE,OA,385,21.567,-157.983,NA,NA,NA,NA,NA
881,HELEMANO INTAKE 881,WAIALUA AG,COOP,OA,389,21.53849387,-157.9911398,USC00511384,NA,NA,NA,NA
881.3,Opaeula 1,HSPA,STATE,OA,564,21.55377063,-157.9622506,NA,NA,NA,NA,NA
882,WAHIAWA MAUKA INT 88,WAIALUA AG,COOP,OA,369,21.5134947,-157.9455849,USC00518953,NA,NA,NA,NA
882.1,N Fork,USGS,USGS,OA,351,21.5134947,-157.9455849,NA,NA,NA,NA,NA
882.2,Wahiawa Wci,USGS,USGS,OA,366,21.53016066,-157.9472512,NA,NA,NA,NA,NA
882.3,Poamoho #3,USGS,USGS,OA,574,21.5315495,-157.950029,NA,NA,NA,NA,NA
882.4,PoamohoRainGageNo.2nrWaawa,USGS,USGS,OA,597.408,21.53341667,-157.9366944,NA,NA,NA,NA,NA
882.5,Poamoho Stream,TsangStreamLab,TsangStreamLab,OA,551.4,21.5313,-157.93544,NA,NA,NA,NA,NA
883,KAHANA 883,OAHU SUGAR,COOP,OA,244,21.51154946,-157.8986405,USC00512462,NA,NA,NA,NA
883.1,Marsh,HSPA,STATE,OA,787,21.53182696,-157.9222512,NA,NA,NA,NA,NA
883.11,Opaeula 2,HSPA,STATE,OA,854,21.55849224,-157.9239173,NA,NA,NA,NA,NA
883.12,"PoamohoRainGageNo1,nrWaawa",USGS,USGS,OA,755.904,21.53386111,-157.9213889,NA,PMHH1,DD9836AA,NA,NA
883.2,Kaipapau,HSPA,STATE,OA,762,21.5818243,-157.9422499,NA,NA,NA,NA,NA
883.3,Malaekahana,HSPA,STATE,OA,646,21.59682348,-157.958916,NA,NA,NA,NA,NA
883.4,Upper Marsh,WAIALUA AG,STATE,OA,744,21.5301603,-157.9194734,NA,NA,NA,NA,NA
883.5,Lower Marsh,WAIALUA AG,STATE,OA,768,21.53293799,-157.9208623,NA,NA,NA,NA,NA
883.8,Kahana,Z IGUSHI,STATE,OA,3,21.55515688,-157.8789176,NA,NA,NA,NA,NA
883.9,Opaeula,HSPA,STATE,OA,838,21.54515957,-157.9189176,NA,NA,NA,NA,NA
884,Punaluu,KAHUKU PLANT,STATE,OA,6,21.576406,-157.89083,NA,NA,NA,NA,NA
884.1,Punaluu Valley,USGS,USGS,OA,91,21.5584917,-157.9039174,NA,NA,NA,NA,NA
884.2,Punaluu Str #2,USGS,USGS,OA,65,21.55876931,-157.8989174,NA,NA,NA,NA,NA
884.3,Punaluu #1,USGS,USGS,OA,229,21.53599288,-157.9014178,NA,NA,NA,NA,NA
884.4,PunaluuRainGageatalt,USGS,USGS,OA,73.152,21.55644444,-157.899,NA,PNSH1,DD989652,NA,NA
885,WAIKANE 885,OAHU SUGAR,COOP,OA,244,21.50016055,-157.8872519,USC00519340,NA,NA,NA,NA
885.1,Kaaawa Mauka,KUALOA RANCH,STATE,OA,49,21.52515802,-157.8572517,NA,NA,NA,NA,NA
885.2,Waipio,HSPA,STATE,OA,668,21.47682837,-157.9005856,NA,NA,NA,NA,NA
885.3,Waianae Uka 2,HSPA,STATE,OA,716,21.5068276,-157.9072517,NA,NA,NA,NA,NA
885.4,Waianae Uka 3,HSPA,STATE,OA,640,21.50682748,-157.9022517,NA,NA,NA,NA,NA
885.5,Kaaawa-HSPA,HSPA,STATE,OA,23,21.52821311,-157.8553073,NA,NA,NA,NA,NA
885.6,KUALOA RANCH 885.6,COOP,COOP,OA,25,21.53,-157.85028,USC00514829,NA,NA,NA,NA
885.7,OAHU FOREST NWR,RAWS,RAWS,OA,698.9,21.47747,-157.9369,NA,OFRH1,8379F6FA,NA,NA
886,Kahana 27,OAHU SUGAR,STATE,OA,244,21.52016048,-157.9072514,NA,NA,NA,NA,NA
886.1,Waikane - Hakipuu Mauka,KUALOA RANCH,HydroNet-UaNet,OA,14,21.5084922,-157.8555853,NA,HAKH1,16C69380,NA,NA
886.11,"KUALOA RANCH HAKIPUU 886.11, HI US",COOP,COOP,OA,74.04,21.51083,-157.86222,USC00514828,NA,NA,NA,NA
886.2,Kaaawa,KUALOA RANCH,STATE,OA,3,21.53848826,-157.8422515,NA,NA,NA,NA,NA
886.3,Kualoa,KUALOA RANCH,STATE,OA,6,21.5201567,-157.837252,NA,NA,NA,NA,NA
886.4,KahanaRainGageatalt,USGS,USGS,OA,28.956,21.54041667,-157.8825556,NA,KNRH1,17B972EE,NA,NA
886.5,Kualoa 886.5,COOP,STATE,OA,123,21.517,-157.85,NA,NA,NA,NA,NA
886.6,WaikaneRaingageatalt,USGS,USGS,OA,22.86,21.49684167,-157.86225,NA,NA,NA,NA,NA
886.7,Waiahole Stream,USGS,USGS,OA,73,21.47182752,-157.8705858,NA,NA,NA,NA,NA
886.8,Hakipuu Mauka,RILEY W,HydroNet-UaNet,OA,8.5344,21.5067005,-157.8547,USC00510920,PTRH1,16C69380,NA,NA
886.9,KUALOA RANCH HEADQUATERTERS 886.9,COOP,COOP,OA,7,21.5213,-157.8374,USC00514830,NA,NA,NA,NA
887,Opaeula 2,WAIALUA AG,STATE,OA,34,21.58515949,-158.0972488,NA,NA,NA,NA,NA
888,Opaeula 3,WAIALUA AG,STATE,OA,75,21.58349267,-158.0872488,NA,NA,NA,NA,NA
888.1,Opaeula,WAIALUA AG,STATE,OA,NA,21.5834924,-158.0739154,NA,NA,NA,NA,NA
889,Anahulu River,USGS,USGS,OA,63,21.586548,-158.0822487,NA,NA,NA,NA,NA
890,Kawailoa 4,WAIALUA AG,STATE,OA,52,21.606825,-158.0855815,NA,NA,NA,NA,NA
891,Kawailoa 8,WAIALUA AG,STATE,OA,98,21.610158,-158.0705815,NA,NA,NA,NA,NA
892,WAIMEA 892,WAIALUA AG,COOP,OA,128,21.62515733,-158.0589148,USC00519593,NA,NA,NA,NA
892.1,KAWAILOA,R R ROBERTS,COOP,OA,5,21.62987897,-158.0719699,USC00513754,NA,NA,NA,NA
892.2,WAIMEA ARBORETUM 892.2,COOP / WB,COOP,OA,8,21.638859,-158.058759,USC00519603,NA,NA,NA,NA
893,Kawailoa 15,WAIALUA AG,STATE,OA,159,21.60849129,-158.0572485,NA,NA,NA,NA,NA
894,Kawailoa 19,WAIALUA AG,STATE,OA,201,21.59321398,-158.0555821,NA,NA,NA,NA,NA
894.1,Kawailoa Forest,WAIALUA AG,STATE,OA,216,21.58682535,-158.0505823,NA,NA,NA,NA,NA
894.2,Kawailoa 20 Mak,WAIALUA AG,STATE,OA,256,21.59265808,-158.0305824,NA,NA,NA,NA,NA
895,Waimea-H Pine,HAWAIIAN PINE,STATE,OA,172,21.6129356,-158.0539152,NA,NA,NA,NA,NA
896,PUPUKEA,HSPA,COOP,OA,204,21.64515601,-158.0422477,USC00518340,NA,NA,NA,NA
896.1,Pupukea,LIBBY,STATE,OA,159,21.64348945,-158.050581,NA,NA,NA,NA,NA
896.2,Paumalu Camp,HAWAIIAN PINE,STATE,OA,134,21.66765423,-158.0328026,NA,NA,NA,NA,NA
896.3,WAIALEE 896.3,UH LIVESTOCK FAR,COOP,OA,10,21.68709671,-158.0222465,USC00519190,NA,NA,NA,NA
896.4,PUPUKEA HEIGHTS,WHEELER JACK,STATE,OA,229,21.64278,-158.03722,NA,NA,NA,NA,NA
896.7,Kanalani-Pupukea,R T MCDONALD,STATE,OA,229,21.64293373,-158.0364145,NA,NA,NA,NA,NA
896.8,Pupukea,M LARSON,STATE,OA,165,21.64515565,-158.0308588,NA,NA,NA,NA,NA
897,Waimea Mauka,HAWAIIAN PINE,STATE,OA,280,21.61349052,-158.0289153,NA,NA,NA,NA,NA
897.1,KamananuiRaingagenrMaunawai,USGS,USGS,OA,179.832,21.62044167,-158.015025,NA,NA,NA,NA,NA
897.11,KamananuiRainGageatalt,USGS,USGS,OA,219.456,21.62238889,-158.0143056,NA,KMRH1,DD34C1E4,NA,NA
897.9,PupukeaRdRainGageatalt,USGS,USGS,OA,353.568,21.59902778,-158.0169167,NA,PPRH1,1713D512,NA,NA
898,Pupukea 1,KAHUKU PLANT,STATE,OA,332,21.63682205,-158.0022481,NA,NA,NA,NA,NA
898.1,Anahulu,HSPA,STATE,OA,591,21.59182388,-157.9705828,NA,NA,NA,NA,NA
898.2,Waimea,HSPA,STATE,OA,381,21.61015665,-158.0022488,NA,NA,NA,NA,NA
898.3,Kaiwikoele Str,USGS,USGS,OA,223,21.61210144,-158.0203043,NA,NA,NA,NA,NA
899,Pupukea 2,KAHUKU PLANT,STATE,OA,555,21.62682208,-157.9789151,NA,NA,NA,NA,NA
899.1,Dry Land Malaek,KAHUKU PLANT,STATE,OA,88,21.64515497,-157.9522481,NA,NA,NA,NA,NA
899.2,Pineapple Field,KAHUKU PLANT,STATE,OA,113,21.6601538,-157.9639144,NA,NA,NA,NA,NA
899.3,Malaekahana Str,USGS,USGS,OA,177,21.63459959,-157.9622483,NA,NA,NA,NA,NA
899.4,Laie Dry Land,KAHUKU PLANT,STATE,OA,122,21.65126564,-157.9483591,NA,NA,NA,NA,NA
900,Malaekahana-CPC,CPC,STATE,OA,58,21.66182024,-157.955581,NA,NA,NA,NA,NA
901,Malaekahana,KAHUKU PLANT,STATE,OA,6,21.66181992,-157.9455811,NA,NA,NA,NA,NA
901.1,Malaekahana,DR JL ARNOLD,STATE,OA,2,21.66320708,-157.9339145,NA,NA,NA,NA,NA
901.2,KII KAHUKU 911,NWS,COOP,OA,7.6,21.6793,-157.945,USC00514500,NA,NA,NA,NA
902,Field 28,KAHUKU PLANT,STATE,OA,46,21.65515379,-157.9439147,NA,NA,NA,NA,NA
903,Laie,KAHUKU PLANT,STATE,OA,2,21.64626516,-157.9339149,NA,NA,NA,NA,NA
903.1,B Y U LAIE 903.1,BYU-HAWAII,COOP,OA,2,21.64515375,-157.9291927,USC00510242,NA,NA,NA,NA
903.2,LAIE 0.2 WNW,CoCoRaHS,CoCoRaHS,OA,2,21.65,-157.9287,US1HIHN0002,NA,NA,NA,NA
903.3,LAIE 0.3 WNW,CoCoRaHS,CoCoRaHS,OA,1,21.6506,-157.9303,US1HIHN0008,NA,NA,NA,NA
903.4,Laie HI US C5306-CW5306 ,unknown,APRSWXNET,OA,3.96,21.65,-157.929,NA,C5306,NA,NA,NA
904,Hauula,KAHUKU PLANT,STATE,OA,11,21.60348798,-157.9055829,NA,NA,NA,NA,NA
904.1,KAPAKA FARM 904.1,HON. FIRE DEPT,COOP,OA,1,21.60987636,-157.9100271,USC00513208,NA,NA,NA,NA
905,Papaakoko,KAHUKU PLANT,STATE,OA,11,21.58626687,-157.8944724,NA,NA,NA,NA,NA
905.1,Kapaka Makai,SWIFT GH,STATE,OA,3,21.60182117,-157.898083,NA,NA,NA,NA,NA
905.2,PUNALULU PUMP 905.2,FUJII D,COOP,OA,4,21.5843,-157.8915,USC00518314,NA,NA,NA,NA
905.22,Punaluu Pump,NWS,HydroNet-UaNet,OA,3.9624,21.5842991,-157.8916,NA,PUNH1,19051152,NA,NA
906,Field S,KAHUKU PLANT,STATE,OA,70,21.68348604,-157.9989137,NA,NA,NA,NA,NA
906.1,Camp 22,KAHUKU PLANT,STATE,OA,85,21.68293025,-157.9839137,NA,NA,NA,NA,NA
906.2,Kawela 2,KAHUKU PLANT,STATE,OA,149,21.68348609,-158.0072468,NA,NA,NA,NA,NA
906.3,Kawela Mauka,HAWAII NAT GUARD,STATE,OA,320,21.66459852,-158.000303,NA,NA,NA,NA,NA
906.4,Field R,KAHUKU PLANTATION,STATE,OA,114,21.68515238,-157.9880803,NA,NA,NA,NA,NA
907,KAHUKU PUMP 2 907,KAHUKU PLANT,COOP,OA,2,21.69515149,-157.9822467,USC00512580,NA,NA,NA,NA
907.1,Camp Kahuku,KAHUKU PLANTATION,STATE,OA,174,21.67015338,-157.9805806,NA,NA,NA,NA,NA
908,Pump 4,KAHUKU PLANTATION,STATE,OA,12,21.69181863,-158.00058,NA,NA,NA,NA,NA
